Id,Profile Name,Number of deaths,Number of infected,Number of healed,Comment,Like,Comment timestamp,Post timestamp,URL,Annotator1,Annotator2,Annotator3,Final annotation
2707,Fidan R Mujaj,8,207,32,edhe sa e keni nurmin me arrit,0,"Friday, July 10, 2020 12:16am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,1,1
2708,Ardian Muçaj,8,207,32,Ma gjall pak ma gjall ,0,"Friday, July 10, 2020 12:15am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,1,1
2709,Arben Benii,8,207,32,Protestat e Lvv,0,"Friday, July 10, 2020 12:08am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2710,Alush Kryeziu,8,207,32,Edhe pak e doni me u bo imun krejt.,0,"Friday, July 10, 2020 12:01am GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2711,Valon Blerina Sojeva,8,207,32,"Ju lutemi te keni kujdes ne perdorimin e fjaleve ne komente...mos e fajsoni askend perpos vetes tuaj dhe familjareve tuaj...me respektimin e rregullave te gjith do te ishim te shendosh, por keta njerez qe e injorojne vrasesin me te madh te momentit ne BOTE nuk jan asgje me shum se qobana dhe te paguar nga disa individ te ndyte per te shkaktuar kaos edhe me te madh...RUJUNI sepse edhe ZOTI  i madhi na OBLIGON te ruhemi. Masken, distancen, larje e shpesht te duarve, vetem kaq asgje me shum",8,"Thursday, July 9, 2020 11:52pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2712,Gezim Qoqa,8,207,32,Qeky i analizave kurr 2-sh ne matetematik se spaska pas !!!,0,"Thursday, July 9, 2020 11:30pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,1,1
2713,Ibrahim Gashi,8,207,32,Qysh mora vesh tash kishin me i numru ata qe se kan virusin se u bonen hor qdo dit ka 200,0,"Thursday, July 9, 2020 11:25pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,0,1
2714,Ibrahim Gashi,8,207,32,"Pse prishtina 77 e ferizaj veq 1, pse hajt pse, kush po menojn more qe jan ata pfyyy ",0,"Thursday, July 9, 2020 11:23pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,1,1
2715,Anife Raci,8,207,32,Ai na keni myt tu na rrejt ,0,"Thursday, July 9, 2020 11:12pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2716,Vesa Nina Hira,8,207,32,Sot ka ndru jete nje person qe ka qen i shtrire ne kardiologji me kallje te mushkrive me heret ka pas infrakt testi ju ka bo dhe i ka dal negativ kur ne mesdite kan desht me leshu trupin per varrim kan lajmru qe smunedt mu vorros se ka pas Koronen qysh pi bone kto teste spo di ne dore te Zotit as nje familjar skan dal pozitiv tash edhe me vdek prej infraktit po ja leni Korones ‍♀️,11,"Thursday, July 9, 2020 11:04pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2718,Megzon Bardhi,8,207,32,Mfal  a bon 2buk ,0,"Thursday, July 9, 2020 10:58pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2719,Valdet Berisha,8,207,32,Dmth nga 2 milion banor 400 mij jan te infektuar dhe pritet 30 mij te vdekur ku asnje parti e as qeveri Zdo mund ti ndal kto proqese pos populli nese vetdijesohet dhe ta kupton rendesin e virusit cov 19,0,"Thursday, July 9, 2020 10:52pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2720,Dren Fetahaj,8,207,32,"E vetmja gjë pozitive nket vend mas lufte, jane qeto raste !!",4,"Thursday, July 9, 2020 10:47pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,1,0,1
2721,Abdel Jakupi,8,207,32,ooo futja sv_restart1 bre,0,"Thursday, July 9, 2020 10:46pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2722,Dion Krasniqi,8,207,32,E. S. ti po mshefesh spo kallxon qe e ki,1,"Thursday, July 9, 2020 10:46pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2723,Shpeti Shpeti,8,207,32,Pse në listën e statistikave të OBSh nuk figuron Kosova?? ,0,"Thursday, July 9, 2020 10:39pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2724,Jasin Shabani,8,207,32,M. V. perhajr,1,"Thursday, July 9, 2020 10:33pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,1,1,1
2726,Fredi Ajvazi,8,207,32,Ju po punoni po na neroni po neve spo na han hiq qka ju thoni edhe lena rahat bre se so tu na interesu hiq as sa raste as sen bre ,0,"Thursday, July 9, 2020 10:29pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2727,Dior Mustafa,8,207,32,PRISHTINAA ON TOPPP GJITHH BABOOO ❤️❤️❤️,0,"Thursday, July 9, 2020 10:27pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,1,1
2728,Blerim Vranovci,8,207,32,Une para nja 10 min kalova rruges prishtin ferizaj muzik live babush ish e hapur a pak  mga aty ishte policia me ndalun than ku ishe deri ket kohe se jemi ferizai karantin u habita ju thash keni than qe prej ores 21 jan mbyll gjitha ju tjash shkoni nja 500 metra ma natan ishin qel gjitha ku jan inspektorat qe po dalin tv,2,"Thursday, July 9, 2020 10:26pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2729,Produktebio Produktebio,8,207,32,"Besoni se rastet po jan reale , une kam pas rastin ti njof dy veta te moshes 30 qe jan prekur nga Covid, dhe po shofim deken me sy... Aman mendoni per Prinder femit e gjysherit nuk eshte hajegare kjo pune sepse nuk eshte grip i zakonshem ",1,"Thursday, July 9, 2020 10:26pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2731,Burim Muharremi,8,207,32,Mir se vini  mergimtar I juji Armend Zemaj,0,"Thursday, July 9, 2020 10:23pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2732,Altin Kelmendi,8,207,32,Respekt sakt Jeni 401 mostra Pertej gjyse i keni gjet personat Aktiv Respekt Qesi shteti duhet ne pas bravossssss ,0,"Thursday, July 9, 2020 10:22pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,1,0,0
2733,Engjell Dermaku,8,207,32,Mvjen mir qe po i shkruni me numra tash sa raste ,0,"Thursday, July 9, 2020 10:21pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2734,Egzon Beqiri,8,207,32,Bonja sv_restart1  te him edhe ni here prej fillimi se u kall loka ,2,"Thursday, July 9, 2020 10:19pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,1,1
2735,Petrit Arifi,8,207,32,Aguxoj me fjet me qerapa be,0,"Thursday, July 9, 2020 10:19pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,1,0,0,0
2736,Pietro Salvatore,8,207,32,Mashtrimmm,0,"Thursday, July 9, 2020 10:18pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
2738,Labinot Kelmendi,8,207,32,Mesap postimin e njejt pe qitni cdo dite ,1,"Thursday, July 9, 2020 10:17pm GMT","Thursday, July 9, 2020 11:35pm GMT",https://www.facebook.com/IKSHPK/posts/2890113877783264?__xts__%5B0%5D=68.ARCFbRmIb9LGqsBk94uuJj1ol615YBwIZgy3jKbuuhTquLk82560Jzf-1vKIHcqyyTXX_xOOrUBg4-Od6lG9333pDKsf5DmdA7j7BUla3qxqbtymFfeVST9D0vOFZgd8hFLuuVNuLE_CL-CN6GTaq2-uV5gR4xdc4SX08HGFiTAFJty-L_oT56Hbs7wjU-eEqo1vVlwWdGo8wmTTS_KAqmu6KKbIVqLuykGTTTJoOlY5kpjtngVM1sNSFU3ZXhl-xJVxgcst51CyCilPpc4Nl9muqthVtdUStONNHGMAEBUa7xsEgTKOW3bSOxsZ8H7urdPSG27oBZersUmKeHtFKw&__tn__=-R,0,0,0,0
